intended_pedal,scenario,heel_x,heel_y,heel_center_x,heel_center_y,heel_pressure,brake_pressed,accel_pressed,car_velocity_kph,heel_anchor_dx,heel_anchor_dy,actual_pressed_pedal,risk_score,safety
accel,safe_centered,"[0.4061, 0.5176]","[0.7996, 0.8727]",0.4619,0.8361,42.64,0,1,20.62,0.0107,0.0011,accel,0.0,0
brake,safe_slight_right,"[0.4087, 0.5126]","[0.7856, 0.8662]",0.4607,0.8259,49.35,1,0,41.41,0.0095,-0.0091,brake,0.0,0
brake,heel_too_close_warning,"[0.4216, 0.5284]","[0.6974, 0.7822]",0.475,0.7398,47.57,1,0,30.66,0.0238,-0.0952,brake,0.922,1
accel,brake_press_low_speed_warning,"[0.3968, 0.4902]","[0.8122, 0.8955]",0.4435,0.8539,44.53,1,0,8.84,-0.0077,0.0189,brake,5.5,2
accel,safe_brake_cover,"[0.3995, 0.4939]","[0.7818, 0.8738]",0.4467,0.8278,38.04,0,1,31.13,-0.0045,-0.0072,accel,0.0,0
brake,panic_random_danger,"[0.7662, 0.8719]","[0.7896, 0.8436]",0.8191,0.8166,64.53,0,1,2.32,0.3679,-0.0184,accel,32.14,2
brake,safe_centered,"[0.4121, 0.5026]","[0.8095, 0.8792]",0.4573,0.8444,38.92,1,0,54.04,0.0061,0.0094,brake,0.0,0
accel,safe_brake_cover,"[0.3793, 0.4869]","[0.7944, 0.8631]",0.4331,0.8287,39.36,0,1,24.04,-0.0181,-0.0063,accel,0.0,0
accel,safe_centered,"[0.4064, 0.5097]","[0.7861, 0.8753]",0.458,0.8307,47.05,0,1,26.45,0.0068,-0.0043,accel,0.0,0
brake,safe_slight_right,"[0.4165, 0.5194]","[0.8009, 0.861]",0.4679,0.8309,43.05,1,0,35.27,0.0167,-0.0041,brake,0.069,0
accel,safe_slight_right,"[0.4091, 0.5086]","[0.815, 0.892]",0.4589,0.8535,45.02,0,1,48.41,0.0077,0.0185,accel,0.0,0
brake,safe_brake_cover,"[0.3846, 0.487]","[0.8121, 0.8877]",0.4358,0.8499,47.54,1,0,26.02,-0.0154,0.0149,brake,0.0,0
accel,brake_press_low_speed_warning,"[0.4163, 0.4991]","[0.8241, 0.8889]",0.4577,0.8565,62.91,1,0,4.62,0.0065,0.0215,brake,5.5,2
accel,brake_press_low_speed_warning,"[0.4175, 0.5071]","[0.8061, 0.8695]",0.4623,0.8378,45.8,1,0,0.0,0.0111,0.0028,brake,5.5,2
accel,safe_centered,"[0.3784, 0.4838]","[0.8076, 0.8865]",0.4311,0.8471,37.86,0,1,24.19,-0.0201,0.0121,accel,0.0,0
accel,accel_press_high_speed_warning,"[0.4261, 0.5126]","[0.7713, 0.8719]",0.4694,0.8216,40.53,0,1,79.26,0.0182,-0.0134,accel,1.0,1
accel,no_pedal_danger,"[0.4298, 0.4898]","[0.7843, 0.8844]",0.4598,0.8344,58.1,0,0,22.36,0.0086,-0.0006,none,3.9,2
accel,safe_slight_right,"[0.4089, 0.5269]","[0.7887, 0.8599]",0.4679,0.8243,55.71,0,1,23.76,0.0167,-0.0107,accel,0.0,0
brake,panic_random_danger,"[0.0603, 0.1683]","[0.8056, 0.8723]",0.1143,0.8389,64.8,0,0,52.27,-0.3369,0.0039,none,17.36,2
brake,panic_random_danger,"[0.2009, 0.3116]","[0.7886, 0.8553]",0.2562,0.822,56.09,0,1,5.46,-0.195,-0.013,accel,11.392,2
brake,accel_press_high_speed_warning,"[0.4024, 0.4973]","[0.7995, 0.8566]",0.4499,0.8281,49.92,0,1,56.64,-0.0013,-0.0069,accel,5.5,2
brake,heel_left_danger,"[0.2867, 0.3911]","[0.8043, 0.8729]",0.3389,0.8386,55.74,1,0,21.8,-0.1123,0.0036,brake,1.481,2
brake,safe_slight_right,"[0.4022, 0.5149]","[0.8, 0.8649]",0.4585,0.8324,33.23,1,0,29.42,0.0073,-0.0026,brake,0.0,0
brake,safe_slight_right,"[0.4122, 0.5181]","[0.7994, 0.8853]",0.4651,0.8424,50.29,1,0,5.0,0.0139,0.0074,brake,0.0,0
accel,heel_left_warning,"[0.3317, 0.4329]","[0.7872, 0.8504]",0.3823,0.8188,65.64,0,1,41.25,-0.0689,-0.0162,accel,1.618,1
accel,brake_press_low_speed_warning,"[0.4117, 0.5203]","[0.7889, 0.8876]",0.466,0.8383,52.35,1,0,10.46,0.0148,0.0033,brake,5.5,2
accel,heel_left_warning,"[0.3847, 0.4447]","[0.8112, 0.8804]",0.4147,0.8458,49.87,0,1,46.84,-0.0365,0.0108,accel,0.173,1
accel,safe_centered,"[0.4124, 0.5118]","[0.7894, 0.8654]",0.4621,0.8274,55.45,0,1,26.4,0.0109,-0.0076,accel,0.0,0
accel,heel_left_warning,"[0.3469, 0.4555]","[0.7918, 0.863]",0.4012,0.8274,42.26,0,1,29.46,-0.05,-0.0076,accel,0.734,1
accel,safe_brake_cover,"[0.3923, 0.4768]","[0.7988, 0.8712]",0.4345,0.835,45.75,0,1,40.18,-0.0167,0.0,accel,0.0,0
brake,no_pedal_danger,"[0.3944, 0.4995]","[0.8431, 0.8831]",0.447,0.8631,69.35,0,0,34.51,-0.0042,0.0281,none,3.9,2
brake,heel_right_danger,"[0.4951, 0.5908]","[0.7956, 0.888]",0.543,0.8418,46.95,1,0,48.39,0.0918,0.0068,brake,4.108,2
accel,safe_centered,"[0.4067, 0.5157]","[0.7971, 0.8417]",0.4612,0.8194,32.76,0,1,34.92,0.01,-0.0156,accel,0.0,0
accel,safe_slight_right,"[0.4099, 0.5002]","[0.8131, 0.8892]",0.455,0.8512,30.24,0,1,18.54,0.0038,0.0162,accel,0.0,0
brake,heel_too_far_warning,"[0.3934, 0.5014]","[0.895, 0.9628]",0.4474,0.9289,65.97,1,0,20.36,-0.0038,0.0939,brake,1.127,1
accel,safe_brake_cover,"[0.4078, 0.4865]","[0.7927, 0.8636]",0.4471,0.8281,48.28,0,1,28.03,-0.0041,-0.0069,accel,0.0,0
accel,safe_slight_right,"[0.4253, 0.5297]","[0.787, 0.8531]",0.4775,0.82,53.83,0,1,22.37,0.0263,-0.015,accel,0.0,0
brake,no_pedal_danger,"[0.4179, 0.4908]","[0.8045, 0.8875]",0.4543,0.846,58.8,0,0,46.33,0.0031,0.011,none,3.9,2
accel,panic_random_danger,"[0.7445, 0.8288]","[0.7142, 0.7748]",0.7867,0.7445,77.41,0,0,41.04,0.3355,-0.0905,none,15.204,2
brake,heel_right_danger,"[0.5596, 0.665]","[0.8266, 0.9075]",0.6123,0.867,47.24,1,0,33.85,0.1611,0.032,brake,8.267,2
accel,heel_left_warning,"[0.3158, 0.4305]","[0.8109, 0.8963]",0.3732,0.8536,53.29,0,1,35.53,-0.078,0.0186,accel,2.042,1
accel,safe_centered,"[0.4003, 0.5267]","[0.8232, 0.8847]",0.4635,0.854,48.76,0,1,1.56,0.0123,0.019,accel,0.0,0
accel,no_pedal_danger,"[0.4009, 0.4966]","[0.793, 0.8473]",0.4487,0.8201,41.47,0,0,51.43,-0.0025,-0.0149,none,3.9,2
accel,heel_too_far_warning,"[0.4092, 0.5049]","[0.8617, 0.9319]",0.457,0.8968,66.35,0,1,32.09,0.0058,0.0618,accel,0.148,1
brake,safe_slight_right,"[0.4148, 0.5191]","[0.8029, 0.8664]",0.467,0.8347,51.73,1,0,33.49,0.0158,-0.0003,brake,0.032,0
accel,accel_press_high_speed_warning,"[0.4037, 0.515]","[0.8216, 0.8798]",0.4593,0.8507,27.35,0,1,52.15,0.0081,0.0157,accel,0.0,1
accel,heel_right_warning,"[0.454, 0.5633]","[0.8016, 0.8523]",0.5087,0.827,49.87,0,1,34.36,0.0575,-0.008,accel,0.349,1
accel,heel_right_danger,"[0.5314, 0.6231]","[0.7981, 0.8609]",0.5772,0.8295,51.07,0,1,28.22,0.126,-0.0055,accel,1.721,2
brake,safe_brake_cover,"[0.3509, 0.4687]","[0.8139, 0.8748]",0.4098,0.8443,51.55,1,0,45.36,-0.0414,0.0093,brake,0.028,0
brake,safe_slight_right,"[0.4009, 0.5247]","[0.8065, 0.8649]",0.4628,0.8357,45.52,1,0,44.12,0.0116,0.0007,brake,0.0,0
brake,safe_brake_cover,"[0.4037, 0.5056]","[0.7935, 0.8636]",0.4547,0.8286,49.09,1,0,24.1,0.0035,-0.0064,brake,0.0,0
accel,panic_random_danger,"[0.7213, 0.8315]","[0.8953, 0.9832]",0.7764,0.9393,75.56,0,1,45.39,0.3252,0.1043,accel,11.712,2
brake,safe_centered,"[0.4159, 0.4928]","[0.7993, 0.8649]",0.4544,0.8321,32.28,1,0,13.18,0.0032,-0.0029,brake,0.0,0
brake,no_pedal_danger,"[0.392, 0.4965]","[0.7982, 0.8743]",0.4442,0.8363,35.66,0,0,22.74,-0.007,0.0013,none,3.9,2
accel,wrong_pedal_danger,"[0.4083, 0.5063]","[0.8005, 0.8744]",0.4573,0.8375,62.14,1,0,17.5,0.0061,0.0025,brake,5.5,2
accel,heel_too_far_warning,"[0.3983, 0.5027]","[0.8748, 0.9504]",0.4505,0.9126,66.41,0,1,27.86,-0.0007,0.0776,accel,0.597,1
accel,heel_too_far_warning,"[0.4009, 0.498]","[0.9266, 1.0]",0.4494,0.9696,51.9,0,1,14.34,-0.0018,0.1346,accel,2.45,1
accel,safe_slight_right,"[0.4118, 0.4935]","[0.7958, 0.8679]",0.4526,0.8318,47.84,0,1,44.75,0.0014,-0.0032,accel,0.0,0
accel,wrong_pedal_danger,"[0.4048, 0.4737]","[0.8055, 0.8802]",0.4392,0.8428,43.91,1,0,10.2,-0.012,0.0078,brake,5.5,2
accel,accel_press_high_speed_warning,"[0.4044, 0.492]","[0.8023, 0.8692]",0.4482,0.8358,38.41,0,1,48.34,-0.003,0.0008,accel,0.0,1
accel,safe_brake_cover,"[0.3749, 0.4809]","[0.7882, 0.8651]",0.4279,0.8266,63.21,0,1,18.65,-0.0233,-0.0084,accel,0.0,0
accel,heel_too_close_warning,"[0.4009, 0.4929]","[0.7177, 0.7727]",0.4469,0.7452,44.38,0,1,19.06,-0.0043,-0.0898,accel,0.498,1
brake,heel_left_danger,"[0.2796, 0.38]","[0.8241, 0.8753]",0.3298,0.8497,77.13,1,0,13.92,-0.1214,0.0147,brake,1.966,2
brake,panic_random_danger,"[0.8, 0.9146]","[0.6555, 0.7275]",0.8573,0.6915,39.7,1,0,54.11,0.4061,-0.1435,brake,32.35,2
brake,heel_left_danger,"[0.2656, 0.3732]","[0.8158, 0.8634]",0.3194,0.8396,77.0,1,0,49.82,-0.1318,0.0046,brake,2.522,2
brake,heel_left_danger,"[0.2576, 0.3619]","[0.8023, 0.8784]",0.3097,0.8404,40.39,1,0,20.23,-0.1415,0.0054,brake,3.039,2
brake,heel_too_far_warning,"[0.4, 0.5174]","[0.8555, 0.9284]",0.4587,0.8919,44.41,1,0,30.6,0.0075,0.0569,brake,0.086,1
brake,heel_right_warning,"[0.4677, 0.5779]","[0.8044, 0.8638]",0.5228,0.8341,57.04,1,0,22.14,0.0716,-0.0009,brake,2.899,2
accel,safe_centered,"[0.3845, 0.492]","[0.825, 0.9103]",0.4383,0.8677,41.86,0,1,45.15,-0.0129,0.0327,accel,0.0,0
accel,safe_slight_right,"[0.3916, 0.4959]","[0.8358, 0.912]",0.4437,0.8739,43.28,0,1,27.57,-0.0075,0.0389,accel,0.0,0
accel,panic_random_danger,"[0.7701, 0.8733]","[0.8375, 0.9]",0.8217,0.8688,41.95,0,0,45.71,0.3705,0.0338,none,16.566,2
brake,safe_slight_right,"[0.4163, 0.515]","[0.7769, 0.8525]",0.4657,0.8147,49.93,1,0,50.62,0.0145,-0.0203,brake,0.0,0
brake,no_pedal_danger,"[0.3996, 0.5144]","[0.7882, 0.8607]",0.457,0.8244,64.24,0,0,22.26,0.0058,-0.0106,none,3.9,2
accel,safe_centered,"[0.3895, 0.5251]","[0.7918, 0.8723]",0.4573,0.832,51.41,0,1,23.74,0.0061,-0.003,accel,0.0,0
brake,panic_random_danger,"[0.0634, 0.1769]","[0.866, 0.9355]",0.1202,0.9008,58.92,0,1,9.66,-0.331,0.0658,accel,18.861,2
accel,safe_brake_cover,"[0.4111, 0.4965]","[0.8089, 0.8602]",0.4538,0.8346,47.99,0,1,35.09,0.0026,-0.0004,accel,0.0,0
accel,heel_too_close_warning,"[0.408, 0.5041]","[0.7136, 0.7713]",0.4561,0.7424,34.97,0,1,51.52,0.0049,-0.0926,accel,0.532,1
brake,wrong_pedal_danger,"[0.4069, 0.5044]","[0.8057, 0.8877]",0.4557,0.8467,44.88,0,1,12.99,0.0045,0.0117,accel,5.5,2
accel,no_pedal_danger,"[0.4219, 0.5112]","[0.8178, 0.9005]",0.4665,0.8592,31.96,0,0,40.22,0.0153,0.0242,none,3.9,2
accel,heel_right_danger,"[0.5233, 0.6148]","[0.8227, 0.8892]",0.569,0.8559,66.26,0,1,31.02,0.1178,0.0209,accel,1.557,2
brake,safe_slight_right,"[0.426, 0.5094]","[0.8132, 0.9022]",0.4677,0.8577,47.97,1,0,39.65,0.0165,0.0227,brake,0.06,0
brake,heel_right_danger,"[0.5287, 0.6324]","[0.8011, 0.8921]",0.5805,0.8466,72.87,1,0,68.99,0.1293,0.0116,brake,6.36,2
accel,heel_left_warning,"[0.3344, 0.4356]","[0.8003, 0.8723]",0.385,0.8363,61.36,0,1,21.6,-0.0662,0.0013,accel,1.489,1
accel,accel_press_high_speed_warning,"[0.4102, 0.4991]","[0.798, 0.8459]",0.4546,0.822,71.24,0,1,68.84,0.0034,-0.013,accel,1.0,1
brake,accel_press_high_speed_warning,"[0.4131, 0.5103]","[0.8071, 0.8833]",0.4617,0.8452,48.7,0,1,66.43,0.0105,0.0102,accel,5.5,2
accel,safe_centered,"[0.4123, 0.5211]","[0.784, 0.849]",0.4667,0.8165,47.88,0,1,9.4,0.0155,-0.0185,accel,0.0,0
accel,safe_slight_right,"[0.408, 0.5076]","[0.817, 0.8915]",0.4578,0.8542,41.5,0,1,24.32,0.0066,0.0192,accel,0.0,0
accel,safe_slight_right,"[0.4259, 0.509]","[0.7659, 0.835]",0.4675,0.8005,42.54,0,1,45.08,0.0163,-0.0345,accel,0.0,0
accel,heel_too_close_warning,"[0.3907, 0.4906]","[0.7247, 0.8009]",0.4407,0.7628,44.29,0,1,24.0,-0.0105,-0.0722,accel,0.277,1
brake,heel_left_danger,"[0.2413, 0.3459]","[0.7887, 0.8655]",0.2936,0.8271,38.87,1,0,25.63,-0.1576,-0.0079,brake,3.899,2
brake,safe_slight_right,"[0.4179, 0.5289]","[0.7888, 0.865]",0.4734,0.8269,41.01,1,0,34.02,0.0222,-0.0081,brake,0.288,0
brake,heel_right_warning,"[0.4677, 0.5656]","[0.811, 0.8732]",0.5166,0.8421,39.64,1,0,26.62,0.0654,0.0071,brake,2.526,1
brake,heel_right_danger,"[0.5485, 0.6347]","[0.8078, 0.8711]",0.5916,0.8394,37.57,1,0,31.12,0.1404,0.0044,brake,7.023,2
accel,panic_random_danger,"[0.4692, 0.5753]","[0.8093, 0.8917]",0.5223,0.8505,45.94,1,0,55.45,0.0711,0.0155,brake,6.121,2
brake,heel_left_danger,"[0.2524, 0.3432]","[0.8178, 0.8838]",0.2978,0.8508,60.92,1,0,31.57,-0.1534,0.0158,brake,3.673,2
brake,safe_centered,"[0.3999, 0.5207]","[0.7993, 0.8656]",0.4603,0.8324,42.91,1,0,67.52,0.0091,-0.0026,brake,0.0,0
brake,wrong_pedal_danger,"[0.3925, 0.4865]","[0.7818, 0.8645]",0.4395,0.8232,54.72,0,1,0.0,-0.0117,-0.0118,accel,5.5,2
brake,heel_left_warning,"[0.3192, 0.4339]","[0.7928, 0.878]",0.3765,0.8354,58.29,1,0,36.91,-0.0747,0.0004,brake,0.693,1
brake,heel_too_close_warning,"[0.4251, 0.5237]","[0.7291, 0.8077]",0.4744,0.7684,51.16,1,0,18.24,0.0232,-0.0666,brake,0.535,1
brake,heel_too_far_warning,"[0.4244, 0.5066]","[0.8831, 0.9564]",0.4655,0.9197,62.75,1,0,39.05,0.0143,0.0847,brake,0.829,1
accel,safe_centered,"[0.4011, 0.5144]","[0.8212, 0.8736]",0.4577,0.8474,44.27,0,1,24.61,0.0065,0.0124,accel,0.0,0
brake,safe_slight_right,"[0.4198, 0.5157]","[0.7945, 0.8707]",0.4677,0.8326,50.09,1,0,15.05,0.0165,-0.0024,brake,0.06,0
brake,heel_too_close_warning,"[0.3888, 0.4902]","[0.7059, 0.784]",0.4395,0.7449,71.28,1,0,38.68,-0.0117,-0.0901,brake,0.501,1
accel,safe_brake_cover,"[0.4141, 0.4902]","[0.8269, 0.9015]",0.4521,0.8642,41.86,0,1,35.35,0.0009,0.0292,accel,0.0,0
brake,safe_centered,"[0.4038, 0.5012]","[0.7864, 0.8648]",0.4525,0.8256,45.82,1,0,40.64,0.0013,-0.0094,brake,0.0,0
accel,safe_brake_cover,"[0.4038, 0.4901]","[0.8004, 0.8694]",0.447,0.8349,46.97,0,1,30.16,-0.0042,-0.0001,accel,0.0,0
accel,heel_too_far_warning,"[0.3992, 0.4811]","[0.8512, 0.921]",0.4401,0.8861,57.57,0,1,37.88,-0.0111,0.0511,accel,0.014,1
accel,brake_press_low_speed_warning,"[0.3959, 0.491]","[0.7965, 0.8671]",0.4435,0.8318,90.69,1,0,8.78,-0.0077,-0.0032,brake,5.5,2
accel,safe_brake_cover,"[0.3915, 0.4963]","[0.8267, 0.873]",0.4439,0.8498,44.78,0,1,45.71,-0.0073,0.0148,accel,0.0,0
accel,wrong_pedal_danger,"[0.4057, 0.5198]","[0.7781, 0.8442]",0.4628,0.8112,55.82,1,0,31.5,0.0116,-0.0238,brake,5.5,2
brake,heel_right_warning,"[0.4635, 0.5651]","[0.8211, 0.8817]",0.5143,0.8514,42.1,1,0,42.37,0.0631,0.0164,brake,2.385,1
accel,safe_brake_cover,"[0.3654, 0.4665]","[0.7972, 0.8764]",0.416,0.8368,44.16,0,1,9.61,-0.0352,0.0018,accel,0.14,0
accel,panic_random_danger,"[0.3508, 0.4336]","[0.6814, 0.7548]",0.3922,0.7181,85.78,0,0,40.13,-0.059,-0.1169,none,6.328,2
accel,heel_left_danger,"[0.2884, 0.3907]","[0.8064, 0.8784]",0.3396,0.8424,29.42,0,1,0.0,-0.1116,0.0074,accel,3.623,2
brake,wrong_pedal_danger,"[0.3953, 0.5019]","[0.8109, 0.8609]",0.4486,0.8359,43.42,0,1,23.71,-0.0026,0.0009,accel,5.5,2
accel,heel_right_warning,"[0.4763, 0.5932]","[0.8134, 0.8756]",0.5347,0.8445,60.37,0,1,30.57,0.0835,0.0095,accel,0.871,1
brake,heel_right_warning,"[0.4474, 0.551]","[0.8119, 0.8956]",0.4992,0.8538,47.02,1,0,71.77,0.048,0.0188,brake,1.481,1
accel,safe_brake_cover,"[0.396, 0.4686]","[0.7878, 0.8534]",0.4323,0.8206,54.48,0,1,37.26,-0.0189,-0.0144,accel,0.0,0
accel,heel_too_close_warning,"[0.3925, 0.4829]","[0.7139, 0.7631]",0.4377,0.7385,35.58,0,1,63.98,-0.0135,-0.0965,accel,1.61,1
brake,wrong_pedal_danger,"[0.4132, 0.5177]","[0.8059, 0.8662]",0.4655,0.836,59.07,0,1,17.68,0.0143,0.001,accel,5.5,2
brake,heel_too_close_warning,"[0.3917, 0.4861]","[0.712, 0.8178]",0.4389,0.7649,50.84,1,0,23.47,-0.0123,-0.0701,brake,0.251,1
brake,brake_press_low_speed_warning,"[0.3806, 0.4857]","[0.7921, 0.873]",0.4331,0.8326,40.99,1,0,13.4,-0.0181,-0.0024,brake,0.0,1
brake,brake_press_low_speed_warning,"[0.3884, 0.4966]","[0.8069, 0.8751]",0.4425,0.841,63.0,1,0,8.46,-0.0087,0.006,brake,0.0,1
accel,heel_right_danger,"[0.5638, 0.6696]","[0.7757, 0.8611]",0.6167,0.8184,47.09,0,1,12.38,0.1655,-0.0166,accel,2.51,2
accel,safe_brake_cover,"[0.4024, 0.4824]","[0.7725, 0.872]",0.4424,0.8223,47.15,0,1,22.2,-0.0088,-0.0127,accel,0.0,0
brake,heel_too_far_warning,"[0.4088, 0.5083]","[0.8999, 0.9697]",0.4586,0.9348,52.32,1,0,43.74,0.0074,0.0998,brake,1.319,1
brake,safe_brake_cover,"[0.3919, 0.5077]","[0.8135, 0.881]",0.4498,0.8473,47.62,1,0,66.0,-0.0014,0.0123,brake,0.0,0
brake,safe_slight_right,"[0.4326, 0.5318]","[0.7962, 0.8506]",0.4822,0.8234,51.26,1,0,38.09,0.031,-0.0116,brake,0.639,0
accel,heel_left_danger,"[0.3177, 0.4296]","[0.8274, 0.8963]",0.3737,0.8618,77.04,0,1,46.06,-0.0775,0.0268,accel,2.018,2
accel,safe_brake_cover,"[0.3754, 0.4733]","[0.7704, 0.8633]",0.4243,0.8168,59.18,0,1,30.61,-0.0269,-0.0182,accel,0.0,0
accel,safe_centered,"[0.4069, 0.4928]","[0.7947, 0.8503]",0.4499,0.8225,25.9,0,1,25.07,-0.0013,-0.0125,accel,0.0,0
accel,heel_too_close_warning,"[0.3979, 0.4968]","[0.744, 0.8041]",0.4474,0.7741,53.04,0,1,16.64,-0.0038,-0.0609,accel,0.137,1
accel,safe_brake_cover,"[0.3797, 0.4873]","[0.8036, 0.8661]",0.4335,0.8348,45.79,0,1,26.4,-0.0177,-0.0002,accel,0.0,0
accel,heel_right_danger,"[0.5225, 0.6149]","[0.7915, 0.8635]",0.5687,0.8275,51.54,0,1,19.24,0.1175,-0.0075,accel,1.55,2
brake,safe_brake_cover,"[0.3931, 0.4781]","[0.794, 0.8848]",0.4356,0.8394,49.49,1,0,34.28,-0.0156,0.0044,brake,0.0,0
accel,safe_slight_right,"[0.4143, 0.5323]","[0.7952, 0.8734]",0.4733,0.8343,42.51,0,1,18.08,0.0221,-0.0007,accel,0.0,0
brake,safe_slight_right,"[0.4184, 0.5191]","[0.8044, 0.8722]",0.4687,0.8383,43.88,1,0,48.54,0.0175,0.0033,brake,0.1,0
accel,heel_left_danger,"[0.2666, 0.3674]","[0.792, 0.862]",0.317,0.827,83.07,0,1,26.4,-0.1342,-0.008,accel,5.432,2
accel,safe_slight_right,"[0.3866, 0.5188]","[0.8164, 0.8771]",0.4527,0.8468,26.15,0,1,17.27,0.0015,0.0118,accel,0.0,0
brake,heel_left_danger,"[0.283, 0.401]","[0.7984, 0.8459]",0.342,0.8221,55.08,1,0,3.11,-0.1092,-0.0129,brake,1.384,2
accel,safe_brake_cover,"[0.39, 0.4962]","[0.8116, 0.894]",0.4431,0.8528,50.6,0,1,18.42,-0.0081,0.0178,accel,0.0,0
accel,safe_centered,"[0.4026, 0.4989]","[0.8083, 0.874]",0.4508,0.8411,40.47,0,1,48.42,-0.0004,0.0061,accel,0.0,0
brake,no_pedal_danger,"[0.3982, 0.501]","[0.8006, 0.8959]",0.4496,0.8482,61.97,0,0,32.53,-0.0016,0.0132,none,3.9,2
accel,heel_left_danger,"[0.2915, 0.409]","[0.7945, 0.8514]",0.3502,0.8229,53.89,0,1,22.7,-0.101,-0.0121,accel,3.113,2
brake,heel_too_far_warning,"[0.3965, 0.5094]","[0.8298, 0.9084]",0.453,0.8691,53.65,1,0,29.59,0.0018,0.0341,brake,0.0,1
accel,heel_left_danger,"[0.3207, 0.4029]","[0.8042, 0.8741]",0.3618,0.8391,51.39,0,1,16.69,-0.0894,0.0041,accel,2.572,2
brake,heel_right_warning,"[0.4633, 0.5652]","[0.7948, 0.8734]",0.5142,0.8341,43.94,1,0,32.68,0.063,-0.0009,brake,2.382,1
accel,panic_random_danger,"[0.2873, 0.3894]","[0.7381, 0.8166]",0.3384,0.7774,56.72,1,0,18.45,-0.1128,-0.0576,brake,9.316,2
brake,safe_centered,"[0.3864, 0.4985]","[0.7771, 0.8466]",0.4425,0.8118,47.53,1,0,48.31,-0.0087,-0.0232,brake,0.0,0
accel,safe_brake_cover,"[0.4002, 0.5099]","[0.7932, 0.846]",0.455,0.8196,55.58,0,1,18.39,0.0038,-0.0154,accel,0.0,0
accel,heel_too_close_warning,"[0.4061, 0.4954]","[0.7231, 0.7692]",0.4507,0.7462,30.91,0,1,50.49,-0.0005,-0.0888,accel,0.485,1
accel,heel_left_warning,"[0.3119, 0.4458]","[0.7934, 0.8685]",0.3789,0.8309,60.88,0,1,64.73,-0.0723,-0.0041,accel,2.776,1
accel,heel_too_far_warning,"[0.409, 0.5102]","[0.8525, 0.9358]",0.4596,0.8942,65.29,0,1,52.24,0.0084,0.0592,accel,0.115,1
brake,no_pedal_danger,"[0.4122, 0.5181]","[0.8127, 0.8934]",0.4651,0.853,70.12,0,0,46.62,0.0139,0.018,none,3.9,2
brake,safe_centered,"[0.4035, 0.4906]","[0.8081, 0.8692]",0.447,0.8387,61.87,1,0,40.8,-0.0042,0.0037,brake,0.0,0
accel,heel_right_warning,"[0.4802, 0.5671]","[0.796, 0.8724]",0.5236,0.8342,45.01,0,1,39.26,0.0724,-0.0008,accel,0.649,1
accel,safe_centered,"[0.3909, 0.4947]","[0.8065, 0.8738]",0.4428,0.8401,37.39,0,1,12.9,-0.0084,0.0051,accel,0.0,0
accel,no_pedal_danger,"[0.4143, 0.5053]","[0.7985, 0.8742]",0.4598,0.8364,47.42,0,0,34.23,0.0086,0.0014,none,3.9,2
accel,safe_slight_right,"[0.4156, 0.5086]","[0.7974, 0.8601]",0.4621,0.8287,46.21,0,1,19.31,0.0109,-0.0063,accel,0.0,0
brake,accel_press_high_speed_warning,"[0.4228, 0.5262]","[0.7856, 0.8674]",0.4745,0.8265,63.87,0,1,82.1,0.0233,-0.0085,accel,5.832,2
brake,safe_slight_right,"[0.414, 0.5182]","[0.7707, 0.8463]",0.4661,0.8085,37.99,1,0,50.21,0.0149,-0.0265,brake,0.0,0
accel,safe_brake_cover,"[0.4205, 0.5257]","[0.7955, 0.8684]",0.4731,0.8319,60.41,0,1,34.98,0.0219,-0.0031,accel,0.0,0
accel,wrong_pedal_danger,"[0.4027, 0.5063]","[0.8097, 0.8497]",0.4545,0.8297,61.09,1,0,7.41,0.0033,-0.0053,brake,5.5,2
brake,panic_random_danger,"[0.1261, 0.2277]","[0.663, 0.7287]",0.1769,0.6958,50.04,0,0,45.89,-0.2743,-0.1392,none,16.021,2
accel,heel_left_danger,"[0.2703, 0.3763]","[0.7986, 0.8704]",0.3233,0.8345,65.85,0,1,28.5,-0.1279,-0.0005,accel,4.926,2
accel,heel_too_close_warning,"[0.4154, 0.5087]","[0.7401, 0.8207]",0.4621,0.7804,53.71,0,1,36.87,0.0109,-0.0546,accel,0.057,1
accel,safe_brake_cover,"[0.4075, 0.5089]","[0.8245, 0.8946]",0.4582,0.8595,53.07,0,1,24.44,0.007,0.0245,accel,0.0,0
accel,safe_slight_right,"[0.4095, 0.5]","[0.7679, 0.8503]",0.4548,0.8091,31.33,0,1,36.76,0.0036,-0.0259,accel,0.0,0
brake,accel_press_high_speed_warning,"[0.4052, 0.4993]","[0.8019, 0.8706]",0.4523,0.8362,77.45,0,1,61.08,0.0011,0.0012,accel,5.5,2
accel,heel_right_warning,"[0.4519, 0.5726]","[0.8003, 0.8769]",0.5122,0.8386,48.75,0,1,29.33,0.061,0.0036,accel,0.421,1
accel,safe_brake_cover,"[0.3844, 0.4825]","[0.8099, 0.8769]",0.4335,0.8434,53.05,0,1,27.87,-0.0177,0.0084,accel,0.0,0
brake,accel_press_high_speed_warning,"[0.388, 0.4921]","[0.8146, 0.9008]",0.44,0.8577,65.13,0,1,53.37,-0.0112,0.0227,accel,5.5,2
brake,heel_too_close_warning,"[0.4253, 0.522]","[0.6926, 0.7695]",0.4736,0.731,34.85,1,0,37.96,0.0224,-0.104,brake,1.151,1
